,claim,text,label
3372,Affirmative Action in South Africa does more harm than good,Skilled individuals carry the underskilled individuals who have been appointed due to their colour,1
3373,Affirmative Action in South Africa does more harm than good,Time to remove Affirmative Action from the EE Act,1
3374,Affirmative Action in South Africa does more harm than good,AA is more harmful than good,1
3375,Affirmative Action in South Africa does more harm than good,AA actually does more harm than it does good,1
3376,Affirmative Action in South Africa does more harm than good,It is possible that sometimes AA might not be that beneficial,1
3377,Affirmative Action in South Africa does more harm than good,AA may not be as helpful as originally intended.,1
3378,Affirmative Action in South Africa does more harm than good,AA may not be helpful.,1
3379,Affirmative Action in South Africa does more harm than good,AA does more harm than good,1
3380,Affirmative Action in South Africa does more harm than good,Affirmative Action is necessary to combat racism.,0
3381,Affirmative Action in South Africa does more harm than good,Affirmative action perpetuates prejudice,1
3382,Affirmative Action in South Africa does more harm than good,There is a moral obligation to provide affirmative action programs,0
3383,Affirmative Action in South Africa does more harm than good,We are obligated to promote racial equality and provide affirmative action programs.,0
3384,Affirmative Action in South Africa does more harm than good,We have a moral obligation to stop discrimination with affirmative action.,0
3385,Affirmative Action in South Africa does more harm than good,Affirmative action removes the cyclical disadvantages of discrimination,0
3386,Affirmative Action in South Africa does more harm than good,Discrimination can be helped by affirmative action.,0
3387,Affirmative Action in South Africa does more harm than good,The cycle of racial discrimination can be broken through affirmative action programs.,0
3388,Affirmative Action in South Africa does more harm than good,Affirmative action reduces social prejudice,0
3389,Affirmative Action in South Africa does more harm than good,Affirmative action is needed to combat racial and gender prejudice.,0
3390,Affirmative Action in South Africa does more harm than good,We can help decrease social prejudice with affirmative action programs.,0
3391,Prosecutions help the healing process,Deters future offences ,1
3392,Prosecutions help the healing process,Peace more important than Justice ,0
3393,Prosecutions help the healing process,Prosecutions are needed for victims ,1
3394,Prosecutions help the healing process,Fear of prosecutions cause leaders to do more damage,0
3395,Prosecutions help the healing process,Prosecutions don't get to the real truth,0
3396,New prisons need to be built to ease overcrowding,The new prisons will just fill up as well.,0
3397,New prisons need to be built to ease overcrowding,Lack of space for inmates is the reason for new prison construction.,1
3398,New prisons need to be built to ease overcrowding,Overcrowded prisons are creating poor environments for prisoners.,1
3399,New prisons need to be built to ease overcrowding,"There are too many prisoners, and not enough space to house them.",1
